class,seed,f0,f1,f2,f3,f4,f5
K=2 sig=0.5 bidir,15,0.25916375599395985,0.4456351945078092,0.9780698876921805,1.4966048547910342,0.47419213956091405,0.007255537351955746
K=2 sig=0.5 bidir,16,0.3099410627004264,0.5254870853776518,0.9875855673517864,1.4969423745777746,0.5646065100128859,0.005740991584648074
K=2 sig=0.5 bidir,17,0.27962871143882595,0.47946816586991065,0.9826740456939053,1.7546082961123157,0.5232040446119256,0.012033532656835438
K=2 sig=0.5 bidir,18,0.33032849046245777,0.5025691459022811,0.983278544148836,1.5007943243750277,0.5458869550749484,0.004296875
K=2 sig=0.5 bidir,19,0.36854406803968776,0.4783932765443142,0.9851124344784091,1.5019967591374175,0.5159032016564831,0.007654655446197432
K=1 sig=0.4 all-to-all,0,0.21583518122761045,0.3777589220633275,0.9903219711978484,1.5062395580624675,0.5804069603741948,0.007574499777213015
K=1 sig=0.4 all-to-all,1,0.5205984500419137,0.8436600574502838,0.9889729447541564,1.4993701255716338,0.5642265204262413,0.0015624999999999999
K=1 sig=0.4 all-to-all,2,0.1950305165377003,0.39014053923139946,0.9880256413784598,1.4983614985929383,0.49936723745365025,0.004555431167847891
K=1 sig=0.4 all-to-all,3,0.3948090017219919,0.6308445163906109,0.9886489072256109,1.5000670562897092,0.5501754635230618,0.0036851488797096108
K=1 sig=0.4 all-to-all,4,0.06599861517237604,0.15646110310967992,0.9832166235830753,1.4983857165082826,0.5636327129966936,0.011594392249731116
K=1 sig=0.4 all-to-all,5,0.1163394172973408,0.2501781460083702,0.9898894188396689,1.497861207007504,0.5590909510117505,0.008230979494416202
